user_id,Какие изменения произошли с вами после обучения в Нетологии?
7012317,
7014336,
7014686,
7015255,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7019149,Изменений не произошло
7025521,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7025644,Нашёл новую работу по новой специальности
7026032,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7027171,
7027460,
7028440,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7029783,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7030373,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7030896,Изменений не произошло
7031080,
7033346,Нашёл новую работу по новой специальности
7033634,Нашёл новую работу по новой специальности
7036062,Другое (что именно)
7036207,Изменений не произошло
7036640,Изменений не произошло
7037424,
7037948,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7040288,Другое (что именно)
7040461,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7041001,Изменений не произошло
7041936,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7042215,Повысили на прежней работе
7042724,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7043461,
7044419,
7047070,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7048395,
7049452,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7050551,
7050570,
7053568,
7054098,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7054293,
7055755,
7060856,
7064125,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7064251,
7067523,
7067664,
7071237,Повысили на прежней работе
7071398,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7073153,Нашёл новую работу по новой специальности
7074964,Изменений не произошло
7074987,
7075485,Изменений не произошло
7075629,
7075762,Другое (что именно)
7077552,
7077553,Нашёл новую работу по новой специальности
7078431,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7078523,
7078773,Нашёл новую работу по новой специальности
7082149,
7082496,
7083406,Изменений не произошло
7084496,
7086073,
7089247,
7092305,
7093004,
7093097,Изменений не произошло
7093907,Изменений не произошло
7096399,Изменений не произошло
7100784,Нашёл новую работу по новой специальности
7042256,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7104100,
7108854,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7110322,Повысили на прежней работе
7110670,
7115127,Изменений не произошло
7120349,
7125766,Изменений не произошло
7126743,Изменений не произошло
7128039,Изменений не произошло
7131371,
7131655,
7141804,
7141813,Изменений не произошло
7142424,
7143079,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7143355,Изменений не произошло
7148295,
7153598,
7153656,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7159704,Изменений не произошло
7163088,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7163453,
7164126,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7167018,Изменений не произошло
7169798,
7176161,Стал фрилансером / нашёл новые проекты
7177395,
7183905,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7184186,
7187772,
7200750,Изменений не произошло
7205872,
7205900,Нашёл новую работу по новой специальности
7206100,
7206312,
7208496,
7209165,
7226959,
7228442,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7231241,
7235998,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7247935,
7257927,
7141968,Изменений не произошло
5874418,Изменений не произошло
7099901,
7132962,
7168459,
7195413,Изменений не произошло
7385704,Стал фрилансером / нашёл новые проекты
7211530,
7211536,
7211538,
7213282,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7219433,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6599289,
6725407,
7165085,
6543586,
6993693,
6158990,
7155325,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
5102502,
6541971,
6756100,Нашёл новую работу по новой специальности
6951067,
7350932,Стал фрилансером / нашёл новые проекты
7108819,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6285620,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
2875787,
7209785,Изменений не произошло
7229318,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7241579,
7241684,
7266203,
5533046,Изменений не произошло
6476544,Нашёл новую работу по новой специальности
6526082,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6778764,
6779065,Изменений не произошло
5779615,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6585269,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6856103,
6907893,
6909226,
6915100,
6918977,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6920792,
6675231,
6979010,Изменений не произошло
7013085,
7043547,Повысили на прежней работе
7086552,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6874413,
7186316,
7201022,
7203203,
7211134,
7074548,
7203321,
6343982,
6670490,
6706009,
6744339,Изменений не произошло
7042710,Изменений не произошло
7278752,Изменений не произошло
7370365,
7338699,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7370339,Изменений не произошло
7372191,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7371092,Изменений не произошло
7385705,
7385706,
7072969,Повысили на прежней работе
7391820,Изменений не произошло
6699233,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6977255,Нашёл новую работу по новой специальности
6388526,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7218372,Нашёл новую работу по новой специальности
7219715,Нашёл новую работу по новой специальности
7221694,Изменений не произошло
5828388,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7285962,
6844688,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6927845,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7131216,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7218125,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7290415,Изменений не произошло
7291985,Нашёл новую работу по новой специальности
7296806,
7297901,
7297369,Изменений не произошло
7303289,
7319194,
7320599,
7324427,
7331778,Изменений не произошло
7335235,Изменений не произошло
7336211,
7348299,
7334362,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7350107,
7351453,
7343801,Другое (что именно)
7347954,Изменений не произошло
7356238,
6202852,
7315454,
6984320,Нашёл новую работу по новой специальности
7000408,Нашёл новую работу по новой специальности
7273896,Нашёл новую работу по новой специальности
6408453,Нашёл новую работу по новой специальности
6562721,Нашёл новую работу по новой специальности
7304806,Нашёл новую работу по новой специальности
7245972,Нашёл новую работу по новой специальности
7377819,Нашёл новую работу по новой специальности
7211566,Нашёл новую работу по новой специальности
7161388,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6899642,Нашёл новую работу по новой специальности
6750917,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6865687,Нашёл новую работу по новой специальности
7147908,Нашёл новую работу по новой специальности
6806124,Нашёл новую работу по новой специальности
7192426,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6755728,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7093817,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7375479,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6670231,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7206501,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6830279,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6354674,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6635220,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6796796,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6324664,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6375660,Нашёл новую работу по новой специальности
6402258,Нашёл новую работу по новой специальности
6412664,Нашёл новую работу по новой специальности
6975447,Нашёл новую работу по новой специальности
6709567,Нашёл новую работу по новой специальности
6704334,Нашёл новую работу по новой специальности
6891758,Нашёл новую работу по новой специальности
7479098,Нашёл новую работу по новой специальности
7002200,Нашёл новую работу по новой специальности
6586249,Стал фрилансером / нашёл новые проекты
6813749,Стал фрилансером / нашёл новые проекты
6132933,Изменений не произошло
7202312,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7415990,Изменений не произошло
6243967,
6276187,
7486155,
7486497,
6863640,
6872399,
7305393,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7356847,
7385735,
7394666,
7401994,Изменений не произошло
7090574,Другое (что именно)
6706453,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6882016,
7105879,
7478489,
5912608,
6200575,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6498628,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6665831,Нашёл новую работу по новой специальности
6756676,Нашёл новую работу по новой специальности
6781144,
6792374,
6798689,
6799538,
6802270,
6808391,Другое (что именно)
6812354,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6816922,Нашёл новую работу по новой специальности
6818180,
7075300,Нашёл новую работу по новой специальности
7082234,
6768435,
7458953,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6191290,
7343481,
7359340,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7368299,
7384756,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7402558,Изменений не произошло
7412513,Изменений не произошло
7416057,
7431422,
7446277,Другое (что именно)
7472413,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7084655,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
5741916,Изменений не произошло
6571611,
6623981,
7252024,Изменений не произошло
7311920,Нашёл новую работу по новой специальности
7324807,Изменений не произошло
7357212,Нашёл новую работу по новой специальности
6628185,Изменений не произошло
6684217,Нашёл новую работу по новой специальности
6975565,
6988857,Изменений не произошло
7024645,Нашёл новую работу по новой специальности
7030966,
7164651,
5363477,
5840736,
7292606,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7293700,
7302817,
6405415,Повысили на прежней работе
6793848,
7357501,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7359879,
7363056,
7369131,Изменений не произошло
7383865,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7392290,
7397635,Изменений не произошло
7401438,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
5923430,Изменений не произошло
5929958,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6247878,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6591918,Изменений не произошло
6706302,
7041306,
7100564,Изменений не произошло
7414700,
7422446,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7432400,
7433977,Изменений не произошло
7436380,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7441113,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7444036,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7448616,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
5981615,
7044498,
7233195,
7258763,
7273479,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7283323,Изменений не произошло
7439745,Изменений не произошло
7459154,Нашёл новую работу по новой специальности
509567,Изменений не произошло
4534244,Изменений не произошло
5284131,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6061013,
6287022,Повысили на прежней работе
6303303,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6370042,
6384415,Изменений не произошло
6662878,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7115144,Изменений не произошло
7160799,Изменений не произошло
7194662,
7211140,Изменений не произошло
7230487,Изменений не произошло
7232172,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7252777,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7269634,
7400769,
7476069,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
5501903,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
5598528,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
5732965,Изменений не произошло
5804903,
6030757,
6419296,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6460939,
6919533,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7387501,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7395245,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7397980,
7400260,Изменений не произошло
7401513,
7401516,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7401624,
7404943,
7414997,Изменений не произошло
7418835,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7433866,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7434464,
7436376,Изменений не произошло
6594279,
6665770,
6777970,
6825096,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7050856,Другое (что именно)
2020843,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
4128892,
4208482,Повысили на прежней работе
6318882,Изменений не произошло
7353770,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7382584,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7404240,Изменений не произошло
7409259,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7411241,
7428861,
6551030,
7407384,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7418968,
6679921,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6900897,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7350175,
7414972,
7417731,
7419184,Повысили на прежней работе
7419187,Изменений не произошло
7419188,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7419192,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7419195,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7244654,
7393524,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7394986,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7407515,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7408141,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7426159,
6488551,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7095080,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7253783,Изменений не произошло
7385540,Изменений не произошло
7414120,Изменений не произошло
7414122,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7422541,Другое (что именно)
7423143,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7044984,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7057680,Повысили на прежней работе
7065475,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7079198,
7096597,Нашёл новую работу по новой специальности
6751739,Изменений не произошло
6849397,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6850902,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6888523,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7131519,
7158290,
7159148,
7163351,Изменений не произошло
7163484,
7167794,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7175568,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6285390,Нашёл новую работу по новой специальности
7007742,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6600429,Нашёл новую работу по новой специальности
7143435,Другое (что именно)
7223282,Другое (что именно)
7232439,
7256473,Изменений не произошло
7269052,Изменений не произошло
5758317,
6082770,
6379137,
6467100,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7000381,
7010136,Нашёл новую работу по новой специальности
7307259,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7344378,
7357283,
7363154,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
5949187,Другое (что именно)
6659590,
6888172,
7046539,
7057917,Нашёл новую работу по новой специальности
567282,
4753345,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
5829156,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
5870581,Нашёл новую работу по новой специальности
6033748,
7349331,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7351315,
7416084,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7429132,
7237186,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7241263,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7241541,
7241669,
7244255,Изменений не произошло
7244331,
7248887,
7252042,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7253087,
7253846,Повысили на прежней работе
7255040,
7257249,
7259226,Повысили на прежней работе
7263976,Стал фрилансером / нашёл новые проекты
7272774,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7275029,
7275887,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7277931,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7280647,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7290087,Изменений не произошло
7290813,
7293630,
7303218,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7308423,
7311465,Повысили на прежней работе
7312637,
7318248,Изменений не произошло
7319246,
7319902,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7320843,
7324443,
7328080,
7329070,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7346741,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7346743,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7346746,Изменений не произошло
7348542,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7349004,
7351824,
7353771,
7358369,
7359787,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7360445,
7367166,
7370627,
7374071,
7375674,Другое (что именно)
7380066,
7524899,
6376970,
6964636,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6991858,
7361329,
7380942,
7383706,
7389043,Изменений не произошло
7235862,
7529069,
2607384,Изменений не произошло
5939942,
6616234,
7266823,Изменений не произошло
7377580,
7386865,
7390433,
7393025,Изменений не произошло
7398170,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7402034,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7236337,Другое (что именно)
7454111,Изменений не произошло
7093216,
5709418,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7283125,Изменений не произошло
7161970,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7522771,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6277263,
6855308,
7372331,
7395281,
7422950,
7422958,Изменений не произошло
7458901,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7468237,Изменений не произошло
7468707,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7471613,
7485835,
7495946,
7500252,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7508417,
7509227,Повысили на прежней работе
7526300,
5529007,Изменений не произошло
6551418,Нашёл новую работу по новой специальности
6858070,Стал фрилансером / нашёл новые проекты
6919955,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7180647,Нашёл новую работу по новой специальности
7198676,Стал фрилансером / нашёл новые проекты
7276670,Стал фрилансером / нашёл новые проекты
7309200,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7316979,Стал фрилансером / нашёл новые проекты
7388918,Изменений не произошло
7402037,
7403053,Стал фрилансером / нашёл новые проекты
7406258,
7413371,
7418234,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7418759,Нашёл новую работу по новой специальности
7423035,Стал фрилансером / нашёл новые проекты
7423887,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7424731,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7424881,
7427015,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7432696,Изменений не произошло
7433231,
7435893,Другое (что именно)
7436892,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7440223,
7444751,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7457584,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7462688,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7463293,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6735921,Нашёл новую работу по новой специальности
7033655,
6123171,
6872435,
7518450,
7061088,Изменений не произошло
5604028,
6883157,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7120343,Изменений не произошло
835464,
1065624,Изменений не произошло
5234288,Стал фрилансером / нашёл новые проекты
6831015,Изменений не произошло
6891719,Изменений не произошло
6892051,
6915601,
6966953,Нашёл новую работу по новой специальности
6989106,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7019754,
7066304,
6424311,
6874449,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6912601,Нашёл новую работу по новой специальности
7054833,
7066101,Нашёл новую работу по новой специальности
7067894,
7077957,
7093795,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7096753,Изменений не произошло
5224822,
7546760,
4911794,
6631509,
7382109,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7388176,Стал фрилансером / нашёл новые проекты
7407183,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7426001,
7433624,
7436099,
7437772,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7439998,
7459652,Нашёл новую работу по новой специальности
6123448,Изменений не произошло
2269718,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7076284,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7194452,
7358518,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7393620,
7468253,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7499189,Изменений не произошло
6330651,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7324717,
7385635,
7424383,
7082608,Нашёл новую работу по новой специальности
1679423,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6418872,
6981593,Изменений не произошло
7256594,
7360433,Изменений не произошло
7423016,
7444487,Изменений не произошло
7468657,Изменений не произошло
7504452,
6973121,
7113129,Изменений не произошло
6567102,
5772650,
6546337,Нашёл новую работу по новой специальности
6234944,Нашёл новую работу по новой специальности
7106871,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7122727,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7161263,
7171270,
7275068,Изменений не произошло
7381966,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7401776,
7025609,
7244014,
7256066,
7290287,
5551296,
7172435,Нашёл новую работу по новой специальности
7172759,
7175917,
7184326,Изменений не произошло
7198365,
7200591,
7206504,
6399214,
6817436,
5835484,Повысили на прежней работе
6932178,
6980606,Изменений не произошло
6737963,Изменений не произошло
6879061,
6946099,
6951522,
6969302,Изменений не произошло
6978932,Изменений не произошло
6980441,
7994,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
3142685,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6270678,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7379384,Другое (что именно)
7404832,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7443996,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7464144,
7474736,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7490216,Изменений не произошло
7501527,Изменений не произошло
7504591,Нашёл новую работу по новой специальности
7507744,Изменений не произошло
7508246,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7513133,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7514544,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7527457,
7009298,Другое (что именно)
7110360,Изменений не произошло
7110482,
7116429,Изменений не произошло
7150429,Нашёл новую работу по новой специальности
6618894,Изменений не произошло
6962520,Изменений не произошло
7067759,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7225770,Нашёл новую работу по новой специальности
7288989,Изменений не произошло
7290204,
7291708,Нашёл новую работу по новой специальности
5519303,Нашёл новую работу по новой специальности
6391110,Нашёл новую работу по новой специальности
6624949,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
6706740,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7143149,Изменений не произошло
6875550,
6959506,
7168898,Усилил свои профессиональные навыки / Стало легче выполнять свою работу
7206399,Нашёл новую работу по новой специальности
